2018-12-05T09:53:54.157Z INFO   - Saw 1 messages before logger start
2018-12-05T09:53:54.344Z INFO  location-service-lib (LocationServiceImpl.scala 152) - Resolving location for connection: [McsAssembly-assembly-akka] within 3000 seconds
2018-12-05T09:53:54.349Z INFO  location-service-lib (LocationServiceImpl.scala 144) - Finding location for connection: [McsAssembly-assembly-akka]
SimulationMode command response is : Completed(Id(7a1ad6b5-5839-4d0b-9e10-2633ebde1876)) total time taken is : 77
2018-12-05T09:53:54.418Z INFO  location-service-lib (LocationServiceImpl.scala 152) - Resolving location for connection: [McsAssembly-assembly-akka] within 3000 seconds
2018-12-05T09:53:54.418Z INFO  location-service-lib (LocationServiceImpl.scala 144) - Finding location for connection: [McsAssembly-assembly-akka]
Startup command response is : Accepted(Id(b9ac5757-0bf5-49f6-9777-a6227fc22439)) total time taken is : 27
2018-12-05T09:53:54.445Z INFO  location-service-lib (LocationServiceImpl.scala 152) - Resolving location for connection: [McsAssembly-assembly-akka] within 3000 seconds
2018-12-05T09:53:54.445Z INFO  location-service-lib (LocationServiceImpl.scala 144) - Finding location for connection: [McsAssembly-assembly-akka]
Datum command response is : Completed(Id(24deb55e-f151-4b2d-b140-8f9677c479c5)) total time taken is : 141
2018-12-05T09:53:54.586Z INFO  location-service-lib (LocationServiceImpl.scala 152) - Resolving location for connection: [McsAssembly-assembly-akka] within 3000 seconds
2018-12-05T09:53:54.586Z INFO  location-service-lib (LocationServiceImpl.scala 144) - Finding location for connection: [McsAssembly-assembly-akka]
Follow command response is : Completed(Id(a00a00d8-5978-4b8e-b17d-97f3249af94b)) total time taken is : 63
2018-12-05T09:53:54.649Z INFO  location-service-lib (LocationServiceImpl.scala 152) - Resolving location for connection: [McsAssembly-assembly-akka] within 3000 seconds
2018-12-05T09:53:54.649Z INFO  location-service-lib (LocationServiceImpl.scala 144) - Finding location for connection: [McsAssembly-assembly-akka]
Dummy immediate command Response is : Completed(Id(6a421cd6-d839-4e6a-82dd-3fe5ee411cf5)) total time taken is : 6
2018-12-05T09:53:54.655Z INFO  location-service-lib (LocationServiceImpl.scala 152) - Resolving location for connection: [McsAssembly-assembly-akka] within 3000 seconds
2018-12-05T09:53:54.655Z INFO  location-service-lib (LocationServiceImpl.scala 144) - Finding location for connection: [McsAssembly-assembly-akka]
Dummy Long Command Response is : Completed(Id(9a88f341-49ed-4388-b844-93a5ccccb762)) total time taken is : 8
===========================================Command set completed =============================================================================
 ** Started subscribing Events from Assembly ** 
2018-12-05T09:53:54.663Z INFO  location-service-lib (LocationServiceImpl.scala 152) - Resolving location for connection: [McsAssembly-assembly-akka] within 3000 seconds
2018-12-05T09:53:54.663Z INFO  location-service-lib (LocationServiceImpl.scala 144) - Finding location for connection: [McsAssembly-assembly-akka]
2018-12-05T09:53:54.851Z INFO  location-service-lib (LocationServiceImpl.scala 152) - Resolving location for connection: [EventServer-service-tcp] within 5 seconds
2018-12-05T09:53:54.851Z INFO  location-service-lib (LocationServiceImpl.scala 144) - Finding location for connection: [EventServer-service-tcp]
2018-12-05T09:53:54.865Z INFO  event-service-lib (RedisSubscriber.scala 51) - Subscribing to event keys: Set(tmt.tcs.mcsA.CurrentPosition)
2018-12-05T09:53:54.894Z INFO  event-service-lib (RedisSubscriber.scala 113) - Fetching event key: tmt.tcs.mcsA.CurrentPosition
2018-12-05T09:53:54.976Z INFO  event-service-lib (RedisSubscriber.scala 51) - Subscribing to event keys: Set(tmt.tcs.mcsA.Health)
2018-12-05T09:53:54.981Z INFO  event-service-lib (RedisSubscriber.scala 113) - Fetching event key: tmt.tcs.mcsA.Health
2018-12-05T09:53:55Z INFO  event-service-lib (RedisSubscriber.scala 51) - Subscribing to event keys: Set(tmt.tcs.mcs.dummyEvent.DummyEventState)
2018-12-05T09:53:55.001Z INFO  event-service-lib (RedisSubscriber.scala 113) - Fetching event key: tmt.tcs.mcs.dummyEvent.DummyEventState
Health, 1543930518562, 1543930518563, 1543930518563, 1544003635438
Health, 1544003635469, 1544003635477, 1544003635483, 1544003635490
Health, 1544003636469, 1544003636470, 1544003636470, 1544003636472
Health, 1544003637469, 1544003637470, 1544003637470, 1544003637475
Health, 1544003638470, 1544003638470, 1544003638470, 1544003638471
Health, 1544003639470, 1544003639470, 1544003639470, 1544003639472
Health, 1544003640470, 1544003640471, 1544003640471, 1544003640472
Health, 1544003641470, 1544003641471, 1544003641471, 1544003641472
Health, 1544003642471, 1544003642471, 1544003642471, 1544003642472
Health, 1544003643471, 1544003643471, 1544003643471, 1544003643472
Health, 1544003644471, 1544003644471, 1544003644471, 1544003644472
Health, 1544003645471, 1544003645471, 1544003645472, 1544003645473
Health, 1544003646471, 1544003646472, 1544003646472, 1544003646473
Health, 1544003647472, 1544003647472, 1544003647472, 1544003647473
Health, 1544003648472, 1544003648472, 1544003648472, 1544003648473
Health, 1544003649472, 1544003649472, 1544003649472, 1544003649473
Health, 1544003650472, 1544003650473, 1544003650473, 1544003650474
Health, 1544003651472, 1544003651473, 1544003651473, 1544003651474
Health, 1544003652473, 1544003652473, 1544003652473, 1544003652474
Health, 1544003653473, 1544003653476, 1544003653476, 1544003653477
Health, 1544003654474, 1544003654474, 1544003654474, 1544003654475
Health, 1544003655474, 1544003655474, 1544003655475, 1544003655475
Health, 1544003656475, 1544003656475, 1544003656475, 1544003656476
Health, 1544003657475, 1544003657475, 1544003657475, 1544003657476
Health, 1544003658475, 1544003658475, 1544003658475, 1544003658476
Health, 1544003659475, 1544003659475, 1544003659475, 1544003659477
Health, 1544003660475, 1544003660475, 1544003660476, 1544003660476
Health, 1544003661475, 1544003661476, 1544003661478, 1544003661479
Health, 1544003662476, 1544003662476, 1544003662477, 1544003662477
Health, 1544003663476, 1544003663476, 1544003663476, 1544003663477
Health, 1544003664476, 1544003664476, 1544003664476, 1544003664477
Health, 1544003665476, 1544003665476, 1544003665477, 1544003665477
Health, 1544003666476, 1544003666477, 1544003666477, 1544003666477
Health, 1544003667476, 1544003667477, 1544003667477, 1544003667477
Health, 1544003668477, 1544003668477, 1544003668477, 1544003668478
Health, 1544003669477, 1544003669477, 1544003669477, 1544003669478
Health, 1544003670477, 1544003670477, 1544003670478, 1544003670478
Health, 1544003671477, 1544003671477, 1544003671477, 1544003671479
Health, 1544003672477, 1544003672477, 1544003672478, 1544003672478
Health, 1544003673477, 1544003673478, 1544003673478, 1544003673478
Health, 1544003674478, 1544003674478, 1544003674478, 1544003674478
Health, 1544003675478, 1544003675478, 1544003675478, 1544003675479
Health, 1544003676478, 1544003676478, 1544003676478, 1544003676479
Health, 1544003677478, 1544003677478, 1544003677478, 1544003677479
Health, 1544003678478, 1544003678478, 1544003678479, 1544003678479
Health, 1544003679479, 1544003679479, 1544003679479, 1544003679479
Health, 1544003680479, 1544003680479, 1544003680479, 1544003680479
Health, 1544003681479, 1544003681479, 1544003681479, 1544003681480
Health, 1544003682479, 1544003682479, 1544003682479, 1544003682480
Health, 1544003683479, 1544003683479, 1544003683479, 1544003683480
Health, 1544003684479, 1544003684480, 1544003684480, 1544003684480
Health, 1544003685480, 1544003685480, 1544003685480, 1544003685480
Health, 1544003686480, 1544003686480, 1544003686480, 1544003686480
Health, 1544003687480, 1544003687480, 1544003687480, 1544003687483
Health, 1544003688480, 1544003688480, 1544003688480, 1544003688481
Health, 1544003689481, 1544003689481, 1544003689482, 1544003689482
Health, 1544003690481, 1544003690481, 1544003690481, 1544003690482
Health, 1544003691481, 1544003691481, 1544003691481, 1544003691482
Health, 1544003692481, 1544003692481, 1544003692481, 1544003692482
Health, 1544003693481, 1544003693481, 1544003693482, 1544003693482
Health, 1544003694481, 1544003694482, 1544003694482, 1544003694482
Health, 1544003695482, 1544003695482, 1544003695482, 1544003695482
Health, 1544003696482, 1544003696482, 1544003696482, 1544003696483
Health, 1544003697482, 1544003697482, 1544003697482, 1544003697483
Health, 1544003698482, 1544003698482, 1544003698484, 1544003698484
Health, 1544003699482, 1544003699482, 1544003699482, 1544003699483
Health, 1544003700482, 1544003700483, 1544003700483, 1544003700483
